3, 10, 11, 20
dataset/ulysses16.tsp, 0.666000, 0.671000, 0.362000
dataset/ulysses22.tsp, 7.581000, 7.159000, 0.632000
dataset/berlin52.tsp, 2.115000, 0.859000, 8.957000
