1, 3
../datasetGenerator/SEC/randDataset1SEC.tsp, 750.478175
../datasetGenerator/SEC/randDataset2SEC.tsp, 48.748512
../datasetGenerator/SEC/randDataset3SEC.tsp, 43.835402
../datasetGenerator/SEC/randDataset4SEC.tsp, 47.169255
../datasetGenerator/SEC/randDataset5SEC.tsp, 32.631768
../datasetGenerator/SEC/randDataset6SEC.tsp, 55.332793
../datasetGenerator/SEC/randDataset7SEC.tsp, 43.785778
../datasetGenerator/SEC/randDataset8SEC.tsp, 7.012716
../datasetGenerator/SEC/randDataset9SEC.tsp, 78.056769
../datasetGenerator/SEC/randDataset10SEC.tsp, 333.863225
../datasetGenerator/SEC/randDataset11SEC.tsp, 63.096306
../datasetGenerator/SEC/randDataset12SEC.tsp, 50.105852
../datasetGenerator/SEC/randDataset13SEC.tsp, 25.537059
../datasetGenerator/SEC/randDataset14SEC.tsp, 124.568514
../datasetGenerator/SEC/randDataset15SEC.tsp, 22.419990
../datasetGenerator/SEC/randDataset16SEC.tsp, 43.869985
../datasetGenerator/SEC/randDataset17SEC.tsp, 94.890240
../datasetGenerator/SEC/randDataset18SEC.tsp, 50.484205
../datasetGenerator/SEC/randDataset19SEC.tsp, 69.972168
../datasetGenerator/SEC/randDataset20SEC.tsp, 63.952824
