1, 3
../datasetGenerator/SEC/randDataset1SEC.tsp, 1484.925872
../datasetGenerator/SEC/randDataset2SEC.tsp, 47.716312
../datasetGenerator/SEC/randDataset3SEC.tsp, 34.152889
../datasetGenerator/SEC/randDataset4SEC.tsp, 25.480673
../datasetGenerator/SEC/randDataset5SEC.tsp, 22.419503
../datasetGenerator/SEC/randDataset6SEC.tsp, 60.534816
../datasetGenerator/SEC/randDataset7SEC.tsp, 37.484301
../datasetGenerator/SEC/randDataset8SEC.tsp, 7.046579
../datasetGenerator/SEC/randDataset9SEC.tsp, 38.637858
../datasetGenerator/SEC/randDataset10SEC.tsp, 90.330078
../datasetGenerator/SEC/randDataset11SEC.tsp, 42.623424
../datasetGenerator/SEC/randDataset12SEC.tsp, 46.480215
../datasetGenerator/SEC/randDataset13SEC.tsp, 20.458696
../datasetGenerator/SEC/randDataset14SEC.tsp, 80.046787
../datasetGenerator/SEC/randDataset15SEC.tsp, 16.022846
../datasetGenerator/SEC/randDataset16SEC.tsp, 27.618858
../datasetGenerator/SEC/randDataset17SEC.tsp, 117.905878
../datasetGenerator/SEC/randDataset18SEC.tsp, 28.606649
../datasetGenerator/SEC/randDataset19SEC.tsp, 64.455981
../datasetGenerator/SEC/randDataset20SEC.tsp, 154.813970
